onset	duration	recall_transcript
347.5	14.0	but the maybe orange also woman wanted to go up to the seventh floor to use the bathroom, and she was gonna take the stairs, because it was her New Year’s resolution, 
360.5	13.0	and she was going up the stairs, and she saw Keith coming down the stairs with the body, and she fainted, and since she was on the stairs when she fainted, she also died.
372.5	19.0	Then, so then, that was on the sixth floor, so then Keith saw the ladder on the sixth floor, and he decided to take the ladder, the body down the ladder,
391.5	27.0	but then while he was climbing down the ladder, he had a moment of realization, and then the movie ended when he was just standing on the ladder, and the HR guy downstairs saw Keith standing on the ladder, floating kind of balanced in the middle of the place.
417.5	6.0	So the third movie was the Boyfriend.
422.5	25.0	It was about a woman, and at first it seemed like she was having anniversary dinner with her husband, her husband, but she was angry with him, because he didn't wanna relax and have a drink with her on their anniversary, because he said he had, he was on call.
446.5	13.0	But then she was angry, because he was just a computer analyst, and he, so he didn't really need to be totally uptight about having a drink, 
461.5	13.0	and then she insulted him and said they would have mechanical sex, which turned out to be revealing, because then he was a robot.
473.5	3.0	She turned him off.
475.5	7.0	Oh, after he lit a cigarette, which made her mad, she turned him off, 
481.5	8.0	and then she went to her computer to order a new replacement boyfriend, husband,
488.5	16.0	and she wanted a rock climber masseuse with more ambition, because the 100 series didn't have enough ambition, and he was 100 series, but she was getting like 300 series rock climber masseuse, 
503.5	7.0	and then, so the two women came, and  the women looked really similar for some reason.
509.5	9.0	They came and they delivered the new husband, and then she turned him on and like put the ring and stuff.
517.5	13.0	Before they took away her old husband, she gave him a kiss, and then she took the ring off and put it on her new husband and turned him on, 
529.5	9.0	and then she asked him if he wanted a drink, but he said no, because he had a big rock climb the next day.
537.5	19.0	And then earlier when she was eating dinner with her original husband, she had said something about asparagus being an aphrodisiac, and then the new husband said the same thing about the asparagus, and then he said it was tender, something the old husband had said.
555.5	11.0	And then the new husband went to give her a massage on her shoulders and asked her about her day, and she was telling him about how she bought a new husband, 
565.5	10.0	but then while she was telling him that, he turned her off, and it turned out she was also a robot, and then he went to smoke a cigarette and watch TV.
582.5	21.0	"The fourth movie was the Shoe, and there was a guy, and he was just kind of relaxing and leaning against his car, and then this old guy, not old guy, this guy came, and he was like, ""Get off my car"" basically, but he didn’t say that out loud."
602.5	13.0	And then, so the guy was walking down the sidewalk, and then he noticed this girl across the street from him, walking down the sidewalk in the same direction, and she was doing all the same stuff as him,
614.5	9.0	so then they were like walking down the sidewalk goofing around, and making goofy faces.
622.5	16.0	So then the girl realized that he was about to walk to the edge of the sidewalk and walk into the street where a car was coming, so she was putting her arms up to tell him to stop, but he thought that they were still playing the game.
637.5	11.0	And then he walked out in front of the car and got hit by the car, and then his shoes came off, and they flew all the way down to, 
647.5	12.0	at the beginning when they first showed the title of the movie, like where, where they, how they got there, and it showed a pair of shoes, 
658.5	12.0	and then you find out those were his shoes, and how they got there was that he got hit by a car, because he was goofing around and not paying attention.
676.5	23.0	The sixth movie was The Rock, and that was about this big boulder with a nose and arms and legs, and you could see him sitting from, starting from when there were dinosaurs and like ice age and stuff and the wind’s eroding him away and things like that.
698.5	17.0	Until eventually, and he was kind of sleeping peacefully, until one day there were some people with axes next to him, and they disturbed his sleep,
714.5	10.0	so he walked over to this barn, and he wanted to, no, he walked over to a hill, and next to the hill was a little puff of dirt, and he used it as a pillow.
723.5	19.0	So he laid down to go back to sleep, but then some guys came and they tugged him away, and they shaped him into like a little circle they used in the mill for making flour, but then, and he was doing that for a while.
741.5	6.0	And then a bunch of time passed, like in the window you see time passing,  
748.5	13.0	and then, but then some soldiers came, and they took him and turned him into a cannonball, and they used him in what was looking like the American Revolution or something, 
760.5	13.0	and then the cannonball, as a cannonball he kind of broke into little pieces, and he fell down into the bottom of the ocean, and then he walks up on shore, 
775.5	12.0	and he was turned into, he was smaller, he kept kind of rolling around.
786.5	14.0	He tried to get some sleep on the street by going underneath a flyer, but then he was rolled over by a steamroller, 
800.5	18.0	so he turned into a really tiny pebble, and eventually he turned into a piece of sand, and then him and a bunch of other sands were scooped up and they were turned into metal on a satellite.
817.5	24.0	And the satellite got launched into space, but then it went too far into space, and it crashed into this other planet, but then on that other planet, he like turned, like weather and stuff built him up, and then he was turned back into a really big rock.
842.5	15.0	And then the next movie was The Prisoner, and this guy, I guess woke up or something, and he was, or, there's a guy, and he's on this island.
856.5	19.0	And he doesn’t know where he is, so he asks, he asks a couple different, oh he sees a woman and a man near this like cafe, and he asked them where they, where he is, and they don’t really explain.
874.5	16.0	It’s just like the town, and so he kind of looks around, and he's trying to figure out where he is, but he sees a map, and the map is next to this kind of phone directory, 
889.5	18.0	and he presses the button for a taxi, and he asks the taxi to take him to the next town, but the taxi says it’s local only, so she just takes him as far as he can go, which ends up being outside of this grocery kind of general store,
907.5	16.0	and she asks him for two credit units, but he doesn’t have any, so she says he can pay her later, and she says, “Be seeing you,” which ends up being a thing that seems to be a thing that everybody says.
922.5	15.0	And so the guy goes into the store, and the grocer or clerk is speaking in a weird language to the woman who he's ringing up, and she gets pineapple.
936.5	8.0	Then, so it’s the man’s turn, and he goes, and he asks the grocer for a map, 
946.5	16.0	and the map, the man, the grocer gives the man a black and white map, and on the map it’s just the town where they, the village, it’s surrounded by mountains, I guess some mountains, maybe, and it’s surrounded by mountains.
961.5	11.0	And then the man asks for a larger map, and the grocer gives him a color map, and he says it’s…
972.5	13.0	and on this map you can see also the ocean and the mountains, but it’s only as big as they get, so the man says, “That’s not what I meant,” to the grocer, who says, “We only have local maps, sorry.”
984.5	15.0	And then the man just kind of leaves, so he says, “Be seeing you,” like the woman did earlier, and he makes a kind of like “okay” symbol with his hand, like an okay combined with a six.
998.5	3.0	Then..
1006.5	4.0	the man goes outside, and I think it ends.
1010.5	3.0	The next movie was …
1019.5	7.0	Black Hole, and a guy in an office is making photocopies.
1025.5	9.0	The copier prints out, or scanning, the copier prints out a piece of paper with a big black circle on it,
1034.5	14.0	and the guy is drinking a cup of water or whatever, and he puts the cup down on the table, on top of the paper, but it goes inside the hole, and then he reaches his hand into the hole and takes the cup out.
1050.5	7.0	So then he starts testing it on other stuff, and he holds the paper up and he reaches his hand through it,
1056.5	7.0	and he puts the paper onto the front of a vending machine, and he reaches through, and he gets the free chocolate bar, 
1062.5	12.0	so then he decides to put it on the front of a safe, and he reaches through, and he gets money, then he gets more and more money, and he gets really excited.
1073.5	10.0	So he tapes the paper to the front of the safe, and he like reaches in to get the last bits of money from the back, but he accidentally goes all the way in, 
1083.5	7.0	and then the paper falls off the front of the safe, so he's stuck inside the safe.
1091.5	18.0	And then the next movie was Post-It Love, and there are two people making, a girl and a guy, and they're making photocopies next to each other, or they're separated by a wall, and then they see each other, and I guess they fall in love.
1108.5	5.0	So the, 
1114.5	15.0	one day the guy opens up this blue folder, and it has a smiley face made of post-its in it, which it turns out was sent by the girl, and then the girl sees something made of post-its, but I can’t remember what it was. I missed it.
1128.5	10.0	and then the guy is in the bathroom, and on the door there's like a thought bubble with a heart in it,
1138.5	18.0	and then the girl goes into the office supply closet to get more post-its, and then there's, when she pulls on the light switch, there's lined up with her hand a really big flower with yellow, a big yellow flower.
1155.5	25.0	Then she gets more post-its, and she’s about to make another post-it thing for the guy, and she sees he made this huge mural of post-its with their faces in a heart, or their faces with little hearts, and they're both in it, 
1181.5	11.0	and also when she comes out of the closet there's a little sign that says, “Please use stationary for work purposes only,” which is I guess they're not allowed to pull those out.
1197.5	9.0	The post-its, the rock, the prisoner, the black hole, 
1206.5	16.0	and then the last movie was the Bus Stop, and there was a guy waiting at a bus stop, and it was really hot, and he was listening to music from his phone, no he was listening to music with white headphones, and he had ice cream in a plastic bag.
1221.5	7.0	And then a woman pulls up in a car, like caddy corner from him, 
1227.5	15.0	and there’s a phone, a phone, a payphone, and she goes to use it, but she leaves her car door open, and her car is like moving down the street, but she doesn’t even notice or do anything.
1241.5	15.0	Well she notices, she looks at it, she doesn’t do anything about it, and then she can't use the payphone for some reason, like she doesn’t have any money or something, so she asks the guy to borrow his phone, and she's like, “I’m not gonna steal it.”
1255.5	12.0	But then as she's using it, she like goes across the street, and then she's asking some guy on the phone, “Where is she?” and then she's like, “I'm gonna call the police,”
1266.5	4.0	and then she gets really mad, and she throws the guy’s phone on the ground and breaks it.
1269.5	8.0	So the guy’s like, “Can I have sixty dollars for my phone?” but she doesn’t really listen to him.
1276.5	10.0	She just ignores him, and then she says, “Oh he's here,” and this guy, British guy, pulls up in a car.
1287.5	8.0	And she goes up to him, and she's like, “Where is she? Where is she?” and the guy’s just like, “Calm down,” or whatever.
1294.5	7.0	And then the..
1300.5	21.0	other guy, who had the ice cream, is, comes up, and he's just kind of like, ‘cause he wants his money, and the, the guy, the guy who pulled up who’s a magician asks the woman, “Who is that guy?” and then she says, “He's my friend.”
1320.5	6.0	But then, and then the guy’s coming up, the magician’s coming up to the guy, 
1325.5	12.0	so the other guy’s kind of scared, but he's like, “Oh we’re not friends. I just lent her my phone, and I just want sixty dollars to replace my phone,” but the magician doesn’t really do anything.
1336.5	10.0	And then the woman, she has a paper bag, and all of a sudden, she pulls a gun out of it.
1345.5	10.0	And then, oh, before that, the guy, the ice cream guy, no before that, 
1354.5	18.0	when the guy, when the guy explains, the ice cream guy explains that he's not her friend, the man asks the woman, the magician asks the woman, “Did, did you tell him who I was?” and she's like, “Nobody cares.”
1371.5	13.0	But then the ice cream guy realizes that that guy, the magician is a magician from some casino, and the woman is his assistant, 
1385.5	11.0	so anyway the woman pulls out the gun later, and then the magician gets a gun through magic, I guess, through slight of hand, 
1398.5	6.0	and they hold up the guns at each other, and the other guy is just standing there and doesn’t know what to do.
1403.5	10.0	And then I can't remember what happens, but 
1415.5	4.0	for some reason the woman goes over to the trunk of the car, 
1420.5	16.0	oh she opens it and seems like kind of horrified about what she saw, which I think is supposed to be the girl who she was looking for, who it turns out the magician turned into a dog, I think by accident.
1436.5	6.0	And then the woman, uh
1442.5	17.0	and then the magician is showing the ice cream guy this little coffin that has like a maybe, looks like a dead frog or a frog skeleton or a mouse or something gross in it and the background was a cross, 
1458.5	11.0	and he tries to recite this spell, I think to make him go to sleep, to make the ice cream guy go to sleep, but instead turns him into a dog.
1469.5	12.0	And while the magician’s looking at this piece of paper with the spell on it to try to figure out what he did wrong, the woman shoots him, and then he shoots her.
1481.5	13.0	And the other girl, the girl who the woman might’ve been looking for, who was turned into a dog, comes up to the guy who’s a dog, also dog,
1494.5	15.0	and the guy who turned into, the ice cream guy, dropped his ice cream, which was all melted, and then he was licking it like a dog on the street, and the girl came up, and they were sniffing the ice cream and both sniffing each other I guess and barking, 
1508.5	10.0	and then they, they walk away, or they walk like dogs down the street.
1566.5	2.0	I'm done.
