onset	duration	recall_transcript
1399.5	17.0	Inside this office is a safe and so he tapes the piece of paper to the safe and he's looking around cautiously to make sure people aren't there, which he also stupidly doesn't shut the door so people can't see him, so the door is wide open.
1417.5	9.0	Um and he sticks his hand through and he pulls out this giant wad of bills that has like one of those little like rag key things around it.
1426.5	6.0	He's really excited, he reaches back in to grab more, and more and more, pretty soon he has a big pile.
1431.5	9.0	And he's reaching further and further into the safe, to get the last uh stacks of money.
1440.5	12.0	And pretty soon he sticks his head in, and as you probably could have guessed from the beginning, um, basically he reaches all the way in, and he climbs into the safe, 
1451.5	12.0	and then the piece of paper falls down because the tape wasn't good, and then it falls down onto the floor, and then he's trapped inside the safe, and he's banging on it, 
1462.5	9.0	and then the uh screen pans out to the safe, he's banging on it, and then it ends.
1472.5	3.0	Um, okay.
1474.5	10.0	And then another clip was called like the Boyfriends and then it flipped to a screen that said High maintenance.
1484.5	14.0	And it opens on this um pretty fancy dining room and there's a long table with a white tablecloth, and three candles on it.
1498.5	11.0	And at one end, there's this woman, this white woman with short, dark hair, and at the other end is this white guy with dark hair.
1509.5	4.0	And they're eating dinner in silence, and it's kind of awkward.
1513.5	3.0	Um it seems sort of stilted.
1516.5	5.0	And the woman asks him, uh, would you like some wine?
1521.5	11.0	"Um he says no, or no no no sorry, she gets up to pour wine into his glass, but he covers it with his glass and he says ""you know I can't drink when I'm on call,"" "
1532.5	11.0	and the woman kind of like rolls her eyes and she goes back to her seat and pours herself a giant glass of wine and then drinks the entire thing in one gulp and then refills it.
1545.5	9.0	And then the man, he uh, what happens next. Uh..
1554.5	20.0	"the guy says something like ""the asparagus is particularly tender today, honey,"" and uh the woman says, ""some people say that asparagus is an aphrodisiac,"" and the guy's really stilted and he's wearing like a suit and he says ""who says that?"""
1574.5	6.0	And the woman's like, oh you know just some people, you know, like people.
1579.5	15.0	"Um, and then it's really awkward and she suddenly, something happens, which I can't quite remember, and then she suddenly says like ""this isn't what I expected for our anniversary. Today's our anniversary."""
1594.5	6.0	And um, uhh, 
1602.5	6.0	something happens and she throws the glass of water, the glass of wine, into his face.
1608.5	16.0	Um and she starts shouting about how it's her anniversary and this isn't how she imagined her anniversary, silently eating dinner, and some awkward conversation, and then if she's lucky, followed by some really mechanical sex, um which she hates.
1623.5	15.0	"And then the guy sits up, and he's covered in wine, and he takes out a cigarette and starts smoking, and she says like ""not in my house, you don't start smoking,"" "
1637.5	7.0	and she takes it and then stubs it out in an ashtray on the other side of the table, but he just takes out another cigarette.
1645.5	9.0	"Um, and then I'm not sure what happens, but she eventually approaches him, and she's like, ""oh I didn't mean that."""
1653.5	10.0	"It sounded really sarcastic, but then she's sitting on his lap and she's like caressing him and being like ""you know I didn't mean what I said, I was just really angry,"" "
1663.5	11.0	and her hand reaches behind his head, so like his head lowers down his collar, where there's like this little like switch thing.
1673.5	6.0	And she switches it off and then the guy basically powers down, and it turns out he's a robot.
1680.5	2.0	And then she's just sitting there sighing.
1682.5	7.0	She goes back to the other side of the table, takes off her shoes, and sticks her feet on the table.
1689.5	11.0	Um so then she's on her laptop on her bed, and she's looking at the website of the manufacturer who makes these like companion robots, these love robots, 
1700.5	10.0	and I forgot what it was called, it had a clever name, it's like love something or the other and the logo is like this red heart on a white background.
1709.5	14.0	She's looking through different profiles, and she eventually comes across one that's called Paul, which is this like rugged uh like dangerous type guy with like kind of long, shaggy hair.
1723.5	11.0	Um and she's looking at this guy and comparing it to her like shut-off robot which is really like staid and boring.
1734.5	11.0	So she takes up this Bluetooth uh phone, she sticks it in her ear and she calls the company, and they ask like what can I do for you?
1745.5	15.0	"And she says, um, she sounds kind of nervous, and she says like, ""I'm really disappointed with my companion, my companion product,"" and they're like ""oh so what kind do you have?"" and she says she has like the 100 model, "
1760.5	7.0	and then they ask what her complaint is, and she says that he has no ambition, no spontaneity, 
1767.5	9.0	and the customer service person just says oh that's a really common complaint about the 100 model, would it help if we upgraded you to a superior model?
1776.5	6.0	And she says yes and the person on the phone says okay, well did you have one in mind?
1782.5	13.0	Um and she reads out the like serial number of Paul, the rugged guy, and she's looking around pictures, and she's like oh, if he could be a rockclimber, 
1794.5	11.0	and she clicks again and it's a guy massaging a woman, and she's like oh no a masseuse, a massage companion, a massage robot.
1804.5	6.0	And then the camera pans around so it's now facing her instead of the screen,
1809.5	14.0	and it's like her on the edge of the bathroom and it's like her, it's her in a bedroom on a laptop and she's no longer nervous, she's excited, she's like, oh wait! How about a rock climber masseuse?
1823.5	6.0	And then she's talking about specification, she's like well, could the hair be shorter?
1829.5	4.0	And I like blonde and no facial hair?
1832.5	6.0	Well maybe just like a 5 o'clock shadow, uh so basically she's designing her perfect boyfriend.
1839.5	5.0	Um, and then, uhh, let's see.
1843.5	12.0	There's also, so while she's ordering this, she looks at the robot, and then looks at this picture of her in like a wedding dress when she's like married but then she just keeps ordering.
1855.5	8.0	And then um there's a ring at the door, uh, the doorbell rings at her door, she opens it, 
1862.5	18.0	and there's this tall beautiful blonde woman with a giant box, wooden box, and there's another identical woman there also, and they bring um the guy, the box in, and they open it up 
1879.5	8.0	and there's a guy, he's like plastic wrapped, and it's this blonde rugged guy with a 5 o'clock shadow.
1886.5	4.0	And they unpack him, put him on the couch.
1889.5	4.0	And then they take the old, boring guy, 
1892.5	11.0	oh, right, I forgot this part. Earlier, she gets mad at him, and she's like you're just a computer system analyst, not a surgeon!
1902.5	3.0	You don't need to not drink when you're on call.
1905.5	15.0	Um so anyways they take this guy and they um put him on a dolly and he's strapped down, and then they're wheeling him away, and the lady suddenly looks kind of sad, and she's like wait!
1919.5	6.0	And she runs up to him on the dolly, and she kisses him, and then she takes away his wedding ring.
1925.5	2.0	She lets them take it away.
1926.5	4.0	And then she puts the wedding ring on the new guy.
1931.5	5.0	Oh and the new guy actually at the dinner table, not on the couch.
1936.5	7.0	And she switches him on, sits down at the other end of the table, and it's just like the dinner from the night before.
1943.5	3.0	With the candles, the tablecloth, and everything.
1946.5	12.0	And the guy robot actually comes alive, um, and he starts eating, and the woman asks, offers wine, she says, oh would you like some wine?
1958.5	4.0	And he says no, I can't drink, I have a climb tomorrow.
1962.5	15.0	And she's really disappointed, she's like oh no, it's the whole same thing again, especially because the next thing he says is the asparagus is really tender, and he says, and she's like oh, she's like really resigned, oh is it, blah blah blah, 
1976.5	15.0	and the guy says um oh you know some people say that asparagus is an aphrodisiac and she perks up and she says kind of like flirtingly kind of like flirting, who says that, and he says oh, just people.
1991.5	14.0	He puts like his napkin down, and he walks around to the other side of the table, who starts massaging the table, sorry, her elbow, her shoulders, he asks like, how was your day, dear.
2005.5	4.0	And she's not very interesting either.
2009.5	14.0	She talks just about how like she went to town, she went shopping, and then uh went to dinner, or lunch with Anna, and that it's her anniversary, she decided to treat herself, 
2022.5	11.0	and then um, as the guy's massaging her, he approaches her neck and it turns out there's a switch on her neck also, so she's actually a robot too!
2033.5	11.0	And he switches her off, which she just slumps over, and he grabs like a bottle of beer, and turns on sports on the TV and sits down and is drinking beer, and that's the end of it.
2045.5	5.0	Um, okay.
2050.5	5.0	And then there was another clip that was called like the Prisoner.
2054.5	5.0	It was like an old clip, I think it was made from the Twilight Zone.
2059.5	14.0	And um there's this tall, white guy, and um, he's like in this kind of picturesque village and um he's talking to this woman, and she's like you're new to this area, aren't you?
2073.5	3.0	And he's like, yes, and can I find a phone?
2076.5	5.0	Uh, can I borrow your phone and she's like I don't have a phone.
2081.5	5.0	Um the nearest phone is around the corner.
2085.5	9.0	And so he goes around the corner and there's this phone, but it's not like a normal public phone, it's like a cellphone, I think?
2093.5	7.0	And it's like what the 1970s thought what a cellphone is, like this long, L-shaped piece.
