onset	duration	recall_transcript
1107.8	9.0	Oh yeah and I should say that at some point the previous boyfriend had lit a cigarette and she asked, she first like took it and threw it out, and then he lit another one.
1117.8	3.0	And so clearly they were not getting along.
1119.8	4.0	Okay, I think that's good for that clip.
1123.8	6.0	Then there was a clip called the Prisoner, what seemed to be an older clip, 
1132.8	4.0	where this guy was in this town, he was trying to make a call, he seemed to be lost.
1136.8	9.0	And the woman that he's talking to in this sort of restaurant-type area points him in the direction of a phone.
1145.8	14.0	He picks up a phone; it's not really a phone booth, it's just like a stray big phone, like they would have in the mobile phones in the, not quite mobile, but like the phones you could carry around in your house that are kind of clunky and big.
1158.8	10.0	Picks up and tries to make a call, but the operator requires a number from him, like to reach him at.
1168.8	5.0	And so he is, uh, 
1174.8	6.0	he says he didn't know the number so he couldn't make the call.
1179.8	14.0	Someone drives by, and he jumps in and says, and he asks, it's a woman, an Asian woman on a golf cart, and she, he basically asks to take him as far away as possible.
1192.8	3.0	It is a golf cart or a real car? I don't remember.
1195.8	3.0	Take him as far away as she could.
1197.8	5.0	And so she just doesn't take him that far, it's like basically within the same town.
1203.8	12.0	And she, and they have a short conversation about the town and how it's very cosmopolitan; and she speaks, she mentions something in French and he says they're also Poles and Czechs there.
1214.8	20.0	He gets out of the car and then he goes into like a shop with a map, and he asks for a map, and all that the maps has on it is like the stuff within the town, and it's got like mountains but it's basically just the town itself.
1233.8	12.0	So he asks for a bigger map, and of course he's given a map in color this time, and it opens up and it's like bigger but it's actually just  a more detailed map of the same area.
1245.8	13.0	And he asks for a map of, that has a wider area and it didn't seem like there were able to oblige him in that.
1257.8	3.0	So it seems like he's kind of stuck in this little town.
1262.8	5.0	Ok, I'm going to go to another clip, called the Rock.
1267.8	11.0	So in this clip we are just following like a rock along as he sort of changes sizes and forms.
1277.8	8.0	So the rock starts as just like a pair of eyes and nose on top of a, as like a whole mountain.
1285.8	7.0	In like prehistoric times, you like see a little prehistoric fish come up and like look at it and like go back.
1292.8	5.0	It's actually not really a fish, more like a salamander, an amphibious thing.
1296.8	20.0	And then he, and then you see, there's like sort of a jumping around in time, where we see him like change forms, you know the mountain like becomes under water or whatever, gets ground down to like the size of like a boulder.
1316.8	7.0	And then there's like a tree on top of the boulder, and then there's like this grass, so like maybe closer to I don't know,
1322.8	13.0	maybe more modern times and then yeah it is modern times because someone is cutting down a branch of the tree with a saw, an electric saw.
1334.8	21.0	And then that falls on him and then he sort of grows legs of some sort, he is able to walk around and walk away, but then gets caught, and then, how does he get caught, I don't remember.
1354.8	12.0	He eventually becomes like a wheel, a wheel that's used in machinery to like churn things out, and then sort of gets ground down from there.
1366.8	11.0	At some point it becomes like, about the size of a foot and is found by a paleontologist.
1377.8	13.0	It looks like it has a, some sort of trilobite fossil on the bottom of it, so the paleontologist is all excited, picks it up, and puts it in a little box.
1389.8	8.0	And then he's on display for a while, and then he grounds down smaller.
1396.8	15.0	It's in some sort of city setting and gets thrown through the window where there's couples having dinner and then comes out the other side, and then gets ground down further. 
1410.8	7.0	um,
1418.8	16.0	um, yeah, he's like sort of run over by this like, by a steam roller, and then he becomes very small, gets picked up, and um,
1433.8	13.0	it's eventually deposited near a beach, and then is picked up by like a big lift that is depositing minerals to be some sort of refinery.
1447.8	7.0	And then it's like molten stuff, and then eventually goes back to being a mountain again.
1453.8	4.0	So it's a huge circle of life with the rocks and stuff.
1457.8	5.0	Um cool, what is another clip.
1526.8	7.0	Janice I can't, I think I'm missing a clip but can't think of what it is, so, I guess I'm done for now.
