onset	duration	recall_transcript
488.3	N/A	She goes over to move the record again, but it skips, and she goes five seconds into the past, where she's standing farther away.
496.3	N/A	She goes to move the record again, but it skips back again.
502.3	N/A	So she keeps trying to time it to where she can move it, but she doesn’t get there in time.
508.3	N/A	Finally the record skips forward a little more, and she finds herself in a walker far away from the record.
517.3	N/A	She seems a little content, but all of a sudden she realizes the record’s about to run out.
522.3	N/A	She walks toward it, but the song ends.
526.3	N/A	The needle comes off it, and all the sudden she turns into an urn of her own ashes.
534.3	N/A	Her life is ended when the song ended.
543.3	N/A	The next, the next movie was called The Boyfriend, I think.
553.3	N/A	It showed a woman sitting at the end of a table, eating dinner, and her boyfriend is at the end of that long table, also eating dinner.
567.3	N/A	She offers him a glass of wine.
569.3	N/A	He says he can't drink when he's on call.
573.3	N/A	She says, well, she thought he might, because it was their anniversary.
584.3	N/A	She gets mad at him, and says that he's a systems analyst, or a computer analyst, not a surgeon, he can have a drink.
595.3	N/A	He doesn’t acknowledge her.
599.3	N/A	He says, “The asparagus is quite tender.”
603.3	N/A	She looks at him and says, “It’s an aphrodisiac.”
609.3	N/A	He says, “Who says that?” and she says she's not sure.
619.3	N/A	So she gets mad at him when he seems disinterested in her and doesn’t want to have sex.
631.3	N/A	She screams at him, and then she walks over and apologizes and holds him.
638.3	N/A	All of a sudden she turns off a switch on the back of his neck, and it turns out that he was a robot.
649.3	N/A	So she seems to have become dissatisfied with her robot boyfriend, so she goes online and checks out the website where she can upgrade to a new one.
660.3	N/A	She finds one that she likes, and she calls in to the customer service of the company, and she works out a new boyfriend to upgrade to.
671.3	N/A	The next scene is of her getting it delivered to her door.
676.3	N/A	Two workers, two blonde women from the company who look alike, probably robots as well, come and unload this robot, which is turned off.
689.3	N/A	He looks more rugged than the last one; he has a beard and he isn’t as conservatively dressed.
694.3	N/A	She had asked for a rock climber.
700.3	N/A	They take the old robot away.
703.3	N/A	She kisses the old boyfriend and takes a wedding band off of his ring finger.
715.3	N/A	She turns on the new boyfriend, and sits back where she was at the dinner table.
724.3	N/A	He tells her the asparagus is very tender as he starts to eat it and that, he tells her that it’s an aphrodisiac.
735.3	N/A	She says, “Who says that?” He says, “I don’t know. It’s just what people say.”
741.3	N/A	She seems very interested in him, now that it’s more her type.
748.3	N/A	He gets up and walks around the table and starts to massage her shoulders, asks her about her day.
755.3	N/A	She says she went into town in the morning.
760.3	N/A	But as she's talking, he flips the switch on her neck, so that she turns off, turns out she was a robot as well.
768.3	N/A	He walks over to the couch and starts smoking a cigarette and has a drink, turns on the television.
778.3	N/A	The next movie was called The Shoe, and it starts with a picture, a shot of a shoe lying in the curb of a street, and then it pans out, and there's a man standing there.
814.3	N/A	He opens a carton of milk and starts to drink out of it.
818.3	N/A	He's leaning against a car.
821.3	N/A	The owner of the car walks up and shoos him away from leaning on it.
825.3	N/A	He starts walking.
828.3	N/A	As he's walking, as he walks onto the sidewalk, he trips a little on the curb and stumbles, but regains his balance and keeps walking.
837.3	N/A	He looks across the street.
838.3	N/A	There's a girl walking the same direction as him, and she pretends to trip and then regain her balance.
848.3	N/A	He thinks this is odd, so he does something else that she copies.
862.3	N/A	Before he does that he puts the milk down on the fence before he keeps walking.
869.3	N/A	She copies whatever he does.
870.3	N/A	Then she notices that he’s paying attention.
873.3	N/A	They smile at each other as they're walking.
877.3	N/A	So next he bends over as he's walking and like walks a weird way, and she copies him.
887.3	N/A	And then she starts dancing, bends over like that as she's walking, and he does the same thing.
897.3	N/A	But he starts walking, he's getting to a corner on the sidewalk where he's gonna cross the street, and he's not paying attention.
907.3	N/A	So she stops doing that, she gets up and starts making motions for him to stop, but he just keeps walking, while making the same motions that she's making like they're still playing that game.
920.3	N/A	She covers her mouth in fear and shock, and he does the same, and he gets hit by the car.
928.3	N/A	He goes up onto the windshield and cracks it, and he sort of flies through the air.
934.3	N/A	Car also flies through the air in slow motion.
940.3	N/A	The car lands, and then there's a shot of the shoe that’s come off of that man as he got hit that falls into the curb like the first shot of the movie.
953.3	N/A	And it pans over to another shoe, a different shoe, and then it stops.
966.3	N/A	The next film was called, I forget the name, I think it was Kevin, Kevin something.
986.3	N/A	Well anyway, Kevin is a blue stick figure.
993.3	N/A	He drives up to a building in a blue car, slowly gets out of it.
1001.3	N/A	And a screen appears that says, “Kevin is,” I think “excited to go to work today.”
1010.3	N/A	So he gets out of his car, goes back in, takes his hat, puts it on, closes the door and walks into work.
1019.3	N/A	And a narrator says that Kevin’s excited to go to work, looking forward to going to work today, because he thinks he's going to get a promotion.
1026.3	N/A	So he walks past a red stick figure on the first floor, which is the security guard.
1032.3	N/A	He gets in the elevator.
1034.3	N/A	He takes it up to the fourth floor, where he gets out and he hits on a woman, I think she's a pink stick figure.
1043.3	N/A	When he gets out of the elevator, she's bending over, and the narrator introduces her as his love interest, even though she's not interested in him.
1054.3	N/A	Everyday he offers her coffee, and even though she doesn’t want any, he gets her a cup.
1062.3	N/A	And we see her, or Kevin goes back in the elevator and keeps going up a few floors.
1070.3	N/A	We see her pour the coffee out the window.
1072.3	N/A	She pours it on top of a guy, who was on a ladder doing work outside the window, and he falls down to the ground.
1086.3	N/A	We see a guy in an office on the second floor who is seeing the guy, seeing something fall past the window.
1091.3	N/A	He goes and looks and sees that it’s a guy who’s fallen down to the ground, so he calls an ambulance.
1099.3	N/A	Meanwhile, Kevin’s taking the elevator up to the eighth floor, where he's looking forward to getting his promotion.
1108.3	N/A	We see a green stick figure, whose name is, I think Peter Campbell.
1121.3	N/A	He's walking out of the boss’s office.
1123.3	N/A	He's gotten the promotion.
1126.3	N/A	Kevin doesn’t know that yet, so he passes him, walks into the boss’s office.
1131.3	N/A	Narrator says he was expecting a firm handshake and a promotion, but he got a weak handshake and he didn’t get the promotion.
1141.3	N/A	It was given to somebody else.
1143.3	N/A	Meanwhile, Peter Campbell has taken the elevator down to the fourth floor and gone and told the woman who works there that he got the promotion, and they start to kiss.
1160.3	N/A	Kevin is now taking the elevator down to the fourth floor, hoping that he could console himself with her company, but as the doors open, he sees those two kissing.
1169.3	N/A	He stands in the elevator for a long time, watching them, says the door has stayed open longer than normal.
1179.3	N/A	Peter Campbell walks back into the elevator, asking if he could hold the door for him.
1198.3	N/A	They travel up to the seventh floor, where Kevin’s office is, or where Peter’s office is.
1206.3	N/A	As Peter gets out, Kevin tells him to go fuck himself, and Peter approaches him in the elevator and punches him, so that his hat falls off.
1221.3	N/A	And Kevin snaps and punches him and starts beating him with his suit, with his briefcase, and he kills him in the elevator, and there's blood on the walls.
1234.3	N/A	So he thinks about how he has to cover it up, and he starts dragging him out of the elevator, and he's gonna drag him down the stairs and bring him home until he can figure out what to do with him.
1248.3	N/A	Then the woman who works on the second floor decides to go up and use the bathroom on the seventh floor, where the two men are.
1261.3	N/A	She takes the stairs because of her New Year’s resolution, which gives Kevin time to drag Peter down the stairs to the sixth floor, but he's still on the stairs when that woman sees them.
1279.3	N/A	She faints in shock and dies on the stairs.
1287.3	N/A	Kevin feels bad about that but keeps going.
1290.3	N/A	He makes it down to the fifth floor, where he sees a conveniently placed ladder outside that he's going to go down on.
1299.3	N/A	The love interest has walked upstairs and sees them, sees them standing near the window with the dead body of her love interest on the floor, and she faints forward.
1312.3	N/A	She doesn’t die, because she's not near the stairs.
1316.3	N/A	Kevin thinks this is good, so maybe he can still woo her later on, and he starts pushing the body out the window onto the ladder.
1329.3	N/A	The body falls down to the ground, and the ladder is sort of balanced off the building now.
1336.3	N/A	Kevin’s balancing on it.
1339.3	N/A	He sees a man he's never seen, I think it was a custodian on the fifth, on the fourth floor.
1346.3	N/A	And he looks at him from outside the window.
1349.3	N/A	That was the end of that.
1353.3	N/A	The next movie was called The Rock.
1362.3	N/A	It was animated, and it starts with a big mountain with a face on it.
1369.3	N/A	Well before that, it starts in like a pond, and there are, it’s like in prehistoric times.
1377.3	N/A	There are prehistoric fish swimming and a reptile comes out of it.
1383.3	N/A	Then it pans over on the side of the pond, and there's a big mountain with a face on it, and that’s the rock, and he looks very tired.
1394.3	N/A	He was asleep and woken up by this animal calling.
1400.3	N/A	He looks sort of bored and tired, so he goes to, he starts sleeping, and we see time go by, and eras change in front of this mountain, so we see dinosaurs come and go extinct.
1414.3	N/A	We see the ice age come and snow cover the mountain, and all the while it’s being eroded down.
1427.3	N/A	And then we see the ice age come and a glacier move over it and eroded down a lot into a sort of boulder size, and the ice recedes, and vegetation grows around it.
1444.3	N/A	The rock wakes up when a man climbs on top of it and cuts the tree down that has grown on top of it.
1454.3	N/A	The man gets off and starts building something with the tree.
1458.3	N/A	The rock takes itself up out of the ground, and walks away, trying to find a place to sleep.
1464.3	N/A	So he finds a grassy hillside to sleep on, and lies down on it.
1470.3	N/A	But as soon as he goes to sleep, another man sort of mines him out of the hillside and takes him away to make him into a wheel at a mill.
1483.3	N/A	So he gets bared down into a circular shape, and then he's a wheel at a mill that’s constantly turning around on this pulley on the mill wheel, and he gets very dizzy.
1502.3	N/A	I forget how he gets out of there, but he starts walking away or I think he kind of rolls away.
1520.3	N/A	I think he might roll into the river and get washed down the river and get washed up on the shore, and he's much smaller now, parts of him keep breaking off.
1537.3	N/A	I forget what he gets used as next.
1544.3	N/A	Oh I think a part of him gets broken off, and he's in kind of an L shape, so an archaeologist finds him in the riverbed and dusts him off.
1553.3	N/A	He turns him over, and he has a fossil on his back of a trilobite, so the archaeologist is excited and carries him away, and he puts him in a museum.
1569.3	N/A	Now he's behind glass, and people are looking at him.
1573.3	N/A	A kid runs up and shakes the glass, and he falls out of the perch he's been on, down the garbage chute, into a garbage bag being pushed by a janitor.
1590.3	N/A	So that garbage bag gets emptied outside, and I forget how he gets there, but so he's pared down to a real small.
1606.3	N/A	Oh it empties out onto a beach, so he's really small now.
1612.3	N/A	He's eroded down to the little grains of sand.
1617.3	N/A	So he makes a bed out of the other grains of sand, and he falls asleep, but right when he falls asleep, a bulldozer picks him up and with the sand around him brings him to a factory.
1630.3	N/A	Factory he gets put on a conveyor belt and dropped into fire to cook him, and he comes out as part of a plate of glass.
1649.3	N/A	So this plate of glass gets put on a rocket and becomes the front end of a telescope.
1658.3	N/A	The rocket successfully launches into space, and we see the scientists at NASA applauding it.
1667.3	N/A	And then its thrusters engage, and it sort of veers off course, and it ends up on what looks like the moon.
1679.3	N/A	And we see time pass as the rock falls asleep again, and it turns into a big mountain just like it was at the beginning of the movie.
1689.3	N/A	And it wakes up and sees what he's become and he seems pleased with it, and he exhales.
1698.3	N/A	The next movie was The Prisoner, and it was a man, starts with a man in a suit, a dark grey suit, and he looks very upset, and he asks a woman near him where he is.
1725.3	N/A	He doesn’t know where he is, and she keeps dodging his question.
1730.3	N/A	She just says, “You're here. You're here where you live.”
1736.3	N/A	So he goes to a, this big bulletin board in this village that he's unsure of where he is, and it has a bunch of numbers for things you can call, so he calls a taxi.
1754.3	N/A	The taxi immediately comes up.
1755.3	N/A	It’s being driven by an Asian woman, and he's a white man.
1763.3	N/A	And he gets into the taxi, and he, she speaks to him in English first, and then in French.
1773.3	N/A	And he speaks back in English, so she keeps talking in English.
1777.3	N/A	He asked why she spoke to him in French, and she said it’s because they got a lot of people from everywhere around here.
1787.3	N/A	It’s very cosmopolitan, and that she thought he was Polish or Czech at first, as well.
1796.3	N/A	So he asks her to go as far as she can, and she says it’s a local taxi, so she can’t go too far, so she drives to the other side of town and lets him off there.
1807.3	N/A	She asks for two units in payment.
1810.3	N/A	He says he doesn’t have any, so she says he can just pay her next time and drives off.
1819.3	N/A	He finds a telephone, like a payphone and tries to make a call, but the operator asks for his number, and he says he doesn’t have a number.
1830.3	N/A	So she hangs up on him, so it’s implied that this guy is some sort of prisoner.
1836.3	N/A	He doesn’t know how he’s gotten there, and he's trying to get out.
1840.3	N/A	He walks into a general store, and the man behind the counter asked him what he wants.
1848.3	N/A	He says that he's looking for a map.
1857.3	N/A	He says, he gives him a black and white map, which only, it doesn’t really show the names of anything.
1864.3	N/A	It just shows the town surrounded by mountains.
1867.3	N/A	He says he's looking for a larger map.
1869.3	N/A	He gets him a color map that’s larger in size but not in scale.
1874.3	N/A	It still just shows the village and mountains around it.
1878.3	N/A	All the signs for the village, including the one on the map, just says Your Village.
1882.3	N/A	It doesn’t give the name of the village.
1885.3	N/A	General store owner says, “You must be new around here,” and that he looks forward to his business.
1892.3	N/A	Another person walks in as the prisoner walks out of the store.
1896.3	N/A	The general manager owner, or the general store owner wishes him goodbye the same way the taxi driver did, which is by putting his hand to his face and saying, “Be seeing you.”
1909.3	N/A	He walks out of the store.
1910.3	N/A	He still looks lost and upset.
1921.3	N/A	The next movie was called The Black Hole.
1926.3	N/A	It opens, we see this very disheveled looking guy at an office, wearing rumpled clothing.
1933.3	N/A	He seems to be the only one in the office.
1936.3	N/A	He's trying to make copies, and the copier’s giving him trouble.
1943.3	N/A	He hits the copier, and a page prints out that is a normal white page, but it has a big black hole in the center.
1954.3	N/A	He puts that page aside and keeps trying to make copies.
1958.3	N/A	He puts a cup on top of the page, and the cup falls through the black hole.
1963.3	N/A	He notices what has happened, and he puts his hand near it, and he feels the pull of it, so he brings it back.
1970.3	N/A	Then he carefully puts his hand through it, and he grabs the cup from the other side of the black hole and brings it back out.
1977.3	N/A	So he realizes he can reach through it to like another dimension and reach through solid objects.
1985.3	N/A	So he brings it over to a vending machine, puts it up against it, reaches through it, and grabs out a snickers bar.
1995.3	N/A	So he unwraps the snickers bar, starts eating it, and brings the hole over to a door.
2001.3	N/A	He reaches through the door through the hole, unlocks it from the other side, and goes through.
2006.3	N/A	There's a safe on the other side.
2011.3	N/A	He reaches, he puts it up against the side of the safe, reaches into it, and starts taking out money.
2019.3	N/A	He's taking out a lot of money, but he starts to not be able to reach the money at the back of the safe, so he leans in farther and farther until he's gone completely through the hole into the safe.
2033.3	N/A	Then the piece of paper with the black hole falls off the door of the safe and onto the floor, and all of the sudden we hear him knocking from inside the safe.
2041.3	N/A	He can't get out, because the hole is no longer there, so he's trapped in there, and the money is sitting outside of it, so presumably he's gonna be caught as the thief.
2055.3	N/A	The next movie was called Post-It Love.
2058.3	N/A	It was another office worker, who looks a little less disheveled, but still unhappy.
2066.3	N/A	I don’t know, it opens with him making copies, but it shows on the other side of a partition another female post-it, or office worker making copies as well, and they're very symmetrical in how they're doing things.
2086.3	N/A	And they catch each other’s eye and smile at each other, but they're a little awkward.
2093.3	N/A	So he goes back to his office and notices that somebody’s left… Okay. Okay.
